commodity,exchange,report_date,contract_spec,subreport,open_interest,change_open_interest,change_prod_long,change_prod_short,change_swap_long,change_swap_short,change_swap_spreading,change_mm_long,change_mm_short,change_mm_spreading,change_other_long,change_other_short,change_other_spreading,prod_long,prod_short,swap_long,swap_short,swap_spreading,mm_long,mm_short,mm_spreading,other_long,other_short,other_spreading,traders_prod_long,traders_prod_short,traders_swap_long,traders_swap_short,traders_swap_spreading,traders_mm_long,traders_mm_short,traders_mm_spreading,traders_other_long,traders_other_short,traders_other_spreading,largest_gross_4_long,largest_gross_4_short,largest_gross_8_long,largest_gross_8_short,largest_net_4_long,largest_net_4_short,largest_net_8_long,largest_net_8_short
FEEDER CATTLE,CHICAGO MERCANTILE EXCHANGE,"September 30, 2025",,Other,0,1209,558,428,471,9,72,187,50,78,-133,799,-269,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NON FAT DRY MILK,CHICAGO MERCANTILE EXCHANGE,"September 30, 2025",,All,11309,554,363,221,150,145,14,-23,8,39,0,41,24,9326,6441,260,2266,314,16,160,174,0,1054,184,30.0,17.0,,4.0,4.0,,,,0.0,4.0,4.0,47.1,46.8,62.7,68.0,47.1,45.4,62.7,65.0
NON FAT DRY MILK,CHICAGO MERCANTILE EXCHANGE,"September 30, 2025",,Old,11309,554,363,221,150,145,14,-23,8,39,0,41,24,9326,6441,260,2266,314,16,160,174,0,1054,184,30.0,17.0,,4.0,4.0,,,,0.0,4.0,4.0,47.1,46.8,62.7,68.0,47.1,45.4,62.7,65.0
NON FAT DRY MILK,CHICAGO MERCANTILE EXCHANGE,"September 30, 2025",,Other,0,554,363,221,150,145,14,-23,8,39,0,41,24,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CME MILK IV,CHICAGO MERCANTILE EXCHANGE,"September 30, 2025",,All,27244,1409,1267,845,-35,12,270,30,256,-210,-61,23,187,15482,15847,7533,118,1556,30,2811,696,1016,5027,488,29.0,31.0,4.0,,,,14.0,,4.0,7.0,5.0,47.0,34.0,69.7,56.9,41.3,32.9,63.8,53.7
CME MILK IV,CHICAGO MERCANTILE EXCHANGE,"September 30, 2025",,Old,27244,1409,1267,845,-35,12,270,30,256,-210,-61,23,187,15482,15847,7533,118,1556,30,2811,696,1016,5027,488,29.0,31.0,4.0,,,,14.0,,4.0,7.0,5.0,47.0,34.0,69.7,56.9,41.3,32.9,63.8,53.7
CME MILK IV,CHICAGO MERCANTILE EXCHANGE,"September 30, 2025",,Other,0,1409,1267,845,-35,12,270,30,256,-210,-61,23,187,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOYBEANS,CHICAGO BOARD OF TRADE,"September 30, 2025",,All,932138,7132,6065,-12003,-7779,-3943,2655,-1174,5677,9484,-3270,3960,-564,345736,446102,133971,12002,32294,98361,129954,123911,63139,39879,75671,202.0,218.0,26.0,14.0,24.0,62.0,70.0,81.0,87.0,73.0,89.0,10.1,13.0,17.7,21.9,9.3,11.8,15.5,17.8
SOYBEANS,CHICAGO BOARD OF TRADE,"September 30, 2025",,Old,890532,7132,6065,-12003,-7779,-3943,2655,-1174,5677,9484,-3270,3960,-564,327516,434618,132441,11100,30822,102780,134524,107689,67295,39409,66035,200.0,217.0,27.0,13.0,22.0,67.0,68.0,77.0,94.0,70.0,83.0,10.3,13.4,18.2,22.5,9.8,12.1,16.3,18.5
SOYBEANS,CHICAGO BOARD OF TRADE,"September 30, 2025",,Other,41606,7132,6065,-12003,-7779,-3943,2655,-1174,5677,9484,-3270,3960,-564,18220,11484,2716,2088,286,11244,11093,559,3422,8048,2058,34.0,119.0,8.0,10.0,5.0,16.0,18.0,5.0,13.0,33.0,17.0,34.2,20.4,50.1,32.9,33.5,19.1,49.3,31.3
SOYBEAN OIL,CHICAGO BOARD OF TRADE,"September 30, 2025",,All,619379,-22687,-10003,-12330,-439,-1235,7959,-2485,32,-8025,-2794,-3312,-5316,151998,286100,112086,7345,35254,68733,69440,105411,57593,28714,57903,76.0,81.0,24.0,6.0,17.0,53.0,55.0,63.0,55.0,33.0,47.0,12.0,18.2,20.4,27.2,8.5,16.4,13.9,21.2
SOYBEAN OIL,CHICAGO BOARD OF TRADE,"September 30, 2025",,Old,599893,-22687,-10003,-12330,-439,-1235,7959,-2485,32,-8025,-2794,-3312,-5316,147893,275346,111031,6208,35003,68784,76997,96274,59056,28955,52562,73.0,80.0,24.0,6.0,17.0,55.0,54.0,63.0,60.0,31.0,46.0,11.4,18.4,19.8,27.5,8.7,16.9,14.4,21.9
SOYBEAN OIL,CHICAGO BOARD OF TRADE,"September 30, 2025",,Other,19486,-22687,-10003,-12330,-439,-1235,7959,-2485,32,-8025,-2794,-3312,-5316,4105,10754,1306,1388,0,8286,780,800,1319,2541,2559,21.0,21.0,8.0,,0.0,12.0,5.0,,13.0,11.0,10.0,47.5,43.9,61.3,62.0,43.0,40.3,55.7,54.1
SOYBEAN MEAL,CHICAGO BOARD OF TRADE,"September 30, 2025",,All,21080,474,430,354,0,0,0,0,0,0,40,136,4,13876,12439,1276,2396,1180,3605,0,515,584,4506,44,10.0,8.0,,5.0,4.0,,0.0,,,6.0,,61.9,58.4,82.1,81.9,43.8,31.9,55.4,51.8
SOYBEAN MEAL,CHICAGO BOARD OF TRADE,"September 30, 2025",,Old,21080,474,430,354,0,0,0,0,0,0,40,136,4,13876,12439,1276,2396,1180,3605,0,515,584,4506,44,10.0,8.0,,5.0,4.0,,0.0,,,6.0,,61.9,58.4,82.1,81.9,43.8,31.9,55.4,51.8
SOYBEAN MEAL,CHICAGO BOARD OF TRADE,"September 30, 2025",,Other,0,474,430,354,0,0,0,0,0,0,40,136,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANOLA,ICE FUTURES U.S.,"September 30, 2025",,All,258044,899,255,-6629,115,-4544,2553,-1653,7255,595,-1019,1762,109,144558,123665,6302,5535,3497,47649,61400,27846,16245,22621,11058,38.0,72.0,,7.0,6.0,35.0,60.0,29.0,32.0,82.0,26.0,34.9,26.2,48.3,38.4,31.0,22.6,40.7,30.4
CANOLA,ICE FUTURES U.S.,"September 30, 2025",,Old,252549,899,255,-6629,115,-4544,2553,-1653,7255,595,-1019,1762,109,139799,121329,5852,4862,3413,47703,61227,27740,17842,22354,9322,37.0,70.0,4.0,6.0,6.0,36.0,59.0,28.0,33.0,80.0,23.0,34.3,26.7,48.0,39.0,31.2,23.4,41.0,31.5
CANOLA,ICE FUTURES U.S.,"September 30, 2025",,Other,5495,899,255,-6629,115,-4544,2553,-1653,7255,595,-1019,1762,109,4759,2336,534,757,0,19,246,33,119,1983,20,7.0,16.0,,,0.0,5.0,,,,13.0,,78.8,47.8,96.3,72.8,78.5,47.8,96.0,72.5
COTTON NO. 2,ICE FUTURES U.S.,"September 30, 2025",,All,278283,12910,4108,-2732,-92,1531,1431,3362,5616,2107,-138,2173,1808,72620,60931,53722,13869,14120,37918,102943,35607,34673,19633,17547,53.0,43.0,24.0,7.0,15.0,43.0,102.0,61.0,53.0,40.0,43.0,12.0,11.1,19.8,18.4,9.4,10.0,16.1,16.6
COTTON NO. 2,ICE FUTURES U.S.,"September 30, 2025",,Old,257517,12910,4108,-2732,-92,1531,1431,3362,5616,2107,-138,2173,1808,63633,50308,51105,10186,11981,37530,103862,33851,35831,21695,12382,50.0,42.0,25.0,6.0,13.0,42.0,103.0,59.0,54.0,38.0,38.0,10.7,11.1,18.7,18.4,8.6,9.4,15.1,16.0
COTTON NO. 2,ICE FUTURES U.S.,"September 30, 2025",,Other,20766,12910,4108,-2732,-92,1531,1431,3362,5616,2107,-138,2173,1808,8987,10623,4745,5811,11,2136,829,8,3814,2910,193,18.0,17.0,7.0,11.0,,12.0,8.0,,14.0,13.0,5.0,41.0,45.2,65.7,61.1,41.0,45.2,65.7,61.1
FRZN CONCENTRATED ORANGE JUICE,ICE FUTURES U.S.,"September 30, 2025",,All,8019,-57,-196,-306,-33,0,-19,79,171,-1,27,-1,7,1671,4628,360,0,145,2376,1102,2,1535,32,444,7.0,7.0,4.0,0.0,,7.0,6.0,,8.0,,5.0,31.0,52.0,46.0,64.9,30.3,52.0,44.6,64.1
FRZN CONCENTRATED ORANGE JUICE,ICE FUTURES U.S.,"September 30, 2025",,Old,5283,-57,-196,-306,-33,0,-19,79,171,-1,27,-1,7,590,2968,195,145,0,2054,1102,0,1414,22,0,7.0,6.0,,,0.0,7.0,6.0,0.0,9.0,,0.0,41.6,52.0,58.3,68.6,41.6,52.0,58.3,68.6
FRZN CONCENTRATED ORANGE JUICE,ICE FUTURES U.S.,"September 30, 2025",,Other,2736,-57,-196,-306,-33,0,-19,79,171,-1,27,-1,7,1081,1660,310,0,0,322,0,2,518,407,47,7.0,7.0,,0.0,0.0,,0.0,,5.0,4.0,,40.8,64.4,63.2,73.7,39.9,64.4,61.5,73.7
COCOA,ICE FUTURES U.S.,"September 30, 2025",,All,113029,9641,4963,3091,-373,680,175,24,254,3849,1029,258,296,32086,53504,15429,3202,6508,16981,10359,15413,10075,8340,5647,30.0,27.0,19.0,,12.0,35.0,27.0,32.0,19.0,22.0,23.0,15.2,24.2,25.7,34.4,12.2,18.9,20.8,26.1
COCOA,ICE FUTURES U.S.,"September 30, 2025",,Old,110636,9641,4963,3091,-373,680,175,24,254,3849,1029,258,296,31384,52174,15009,3202,6419,17297,10620,14600,10128,8592,5160,30.0,27.0,19.0,,11.0,35.0,28.0,32.0,20.0,21.0,23.0,15.3,24.5,26.0,34.8,12.3,19.2,20.9,26.5
COCOA,ICE FUTURES U.S.,"September 30, 2025",,Other,2393,9641,4963,3091,-373,680,175,24,254,3849,1029,258,296,702,1330,509,89,0,485,540,12,373,174,61,7.0,10.0,6.0,,0.0,4.0,4.0,,6.0,6.0,5.0,43.4,50.1,62.9,74.8,43.4,50.1,61.5,74.4
SUGAR NO. 11,ICE FUTURES U.S.,"September 30, 2025",,All,859715,-39220,-26341,-1848,-1590,-5026,-4871,4208,-10601,833,4360,-1252,-5077,312370,289582,142470,58185,26940,120535,256633,75692,61068,30177,55661,54.0,46.0,16.0,11.0,12.0,47.0,54.0,49.0,42.0,18.0,34.0,16.8,21.5,26.4,31.2,10.2,13.0,16.4,20.9
SUGAR NO. 11,ICE FUTURES U.S.,"September 30, 2025",,Old,859715,-39220,-26341,-1848,-1590,-5026,-4871,4208,-10601,833,4360,-1252,-5077,312370,289582,142470,58185,26940,120535,256633,75692,61068,30177,55661,54.0,46.0,16.0,11.0,12.0,47.0,54.0,49.0,42.0,18.0,34.0,16.8,21.5,26.4,31.2,10.2,13.0,16.4,20.9
SUGAR NO. 11,ICE FUTURES U.S.,"September 30, 2025",,Other,0,-39220,-26341,-1848,-1590,-5026,-4871,4208,-10601,833,4360,-1252,-5077,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COFFEE C,ICE FUTURES U.S.,"September 30, 2025",,All,165749,-3927,-1677,-785,40,22,112,777,108,-2027,-688,-1218,-753,37053,68511,21770,30847,3273,50834,9859,22229,10640,13708,10989,72.0,81.0,16.0,24.0,18.0,89.0,22.0,54.0,38.0,44.0,43.0,14.4,15.6,25.4,28.4,11.3,13.7,18.4,23.3
COFFEE C,ICE FUTURES U.S.,"September 30, 2025",,Old,155230,-3927,-1677,-785,40,22,112,777,108,-2027,-688,-1218,-753,34533,64361,20860,29957,2688,50974,12244,17583,10641,12968,9306,70.0,81.0,16.0,24.0,15.0,89.0,22.0,53.0,43.0,45.0,42.0,15.2,16.2,26.9,28.6,12.0,13.6,19.5,23.0
COFFEE C,ICE FUTURES U.S.,"September 30, 2025",,Other,10519,-3927,-1677,-785,40,22,112,777,108,-2027,-688,-1218,-753,2520,4150,1478,1458,17,4268,2023,238,1233,1974,449,34.0,23.0,10.0,12.0,4.0,13.0,6.0,,9.0,15.0,12.0,45.3,27.9,62.6,48.3,41.4,26.4,55.9,43.4
